,artist_individual,streams
11807,Shlomo Ydov,30803
11772,Shem-Tov Levy Ensemble,30803
14174,Zaza,30860
11712,Shai Tsabari,30900
11005,Rina,30903
7558,Lil Gotit,30908
916,Anser,30951
13902,Yanco,30963
3483,Dosdela,30992
11638,Seksikäs-Suklaa,30992
11367,SUPERBEE,30993
3157,Dengsi,30999
5254,Hermann Gunnarsson,30999
10636,Queen WA$ABII,31068
293,ATC Dixblo,31124
13128,Triangle,31124
11793,Shir Levi,31251
13863,YOO,31271
1710,Blanch,31271
11044,Roberto Del Castillo,31304
5886,Jandy Ventura,31304
9943,Omarion,31328
13270,UDG,31370
3185,Desmod,31378
2420,Cigo,31420
7551,Lil Eazy,31459
8889,Mike Taylor,31523
13314,Unlike Pluto,31523
13894,Yallunder,31536
8998,Moataz Mady,31555
14844,عمر سليمان,31624
5548,Indie Elephant,31635
11661,Senzo Afrika,31639
14583,starclouds,31703
14202,ZerOne,31777
1435,Basic Boy,31790
13256,Téčko,31976
13640,WSG WANNBE (Gaya-G),32046
4271,Felax,32059
8130,MR.CHI,32063
4824,Givi,32063
12087,Solére,32064
6161,Johnny Drille,32086
7928,M.I. Abaga,32086
5810,Jacob Collier,32112
13686,We Are KING,32112
13090,Towers,32150
2567,Croupie,32156
14706,Žoržs Siksna,32165
9033,Mohes Beats,32221
13132,Tribesoul,32272
14261,Zwette,32314
3836,El Super Show De Los Vaskez,32355
7789,Lrozen,32455
10689,ROSS,32494
12623,Tasneem Elaidy,32565
6706,Kauai45,32698
12391,Sweet Cocoa,32698
13211,Turhan James,32705
14300,beebi,32705
490,Ahn Ye Eun,32724
3656,EMOTIK,32773
7753,Lost In France,32844
6097,Jo Klass,32855
6497,KOIT TOOME,32869
8472,Marlon Roudette,32890
13344,VASIA CHARISMA,32920
14269,a4,32943
6741,Keanu Blunt,32974
4550,G.R.L.,33032
3592,Dylan Carbone,33092
2191,Catarina H,33208
10282,Pedronumb,33208
3736,Efya,33245
3134,Dejv,33326
5435,IGNES,33385
13397,Valentino,33395
7682,Loopy,33422
14732,Ильич да Софья,33469
6362,Jumprava,33492
3591,Dyce,33525
7657,Loatinover Pounds,33550
12917,Thành Nghiệp,33569
11936,Siya Ntuli,33584
4075,Esteman,33638
10119,PRXSXNT FXTURE,33692
9548,Nick Cannon,33728
1805,Boomeris,33778
13079,Totally Nothin,33791
4534,FusionKid,33919
2846,DOKYEOM,34050
9009,MoeBucks,34057
841,Andriy Khlyvnyuk,34069
10415,Pink Floyd,34069
11003,Rimski,34087
13639,WSG WANNABE (Sa-Fire),34165
10024,Ostbahn-Kurti & Die Chefpartie,34179
3380,Dj The Rapper,34193
478,Ahmed Ezzat,34297
658,Ali Samara,34297
14331,dTT,34380
10776,Rambizz,34392
3958,Emily & Justice,34395
4609,GOTTII 104,34471
6822,Khac Viet,34472
13572,Vnssa,34473
14570,skinny,34473
11400,Sadraddin,34579
2415,Ciara,34594
965,Apollo Music,34597
13096,Trad.Attack!,34754
13141,Tripl3x_Da Ghost,34776
6847,Khvya M,34776
2660,DEMBEL BEATS,34790
829,Andreas Gabalier,34795
10287,Pekar,34904
2902,Dafencii,34946
12622,Tasneem El Aidy,34946
1240,BANDA BANDA,35000
9601,Nikolija,35005
10437,Pi’erre Bourne,35019
11739,Sharc,35019
1315,BRINZ,35135
9419,Natassa Bofiliou,35158
3725,Eduardo XD,35196
5676,J Jade,35234
10349,Phaos,35234
14635,xtinto,35308
11150,Roxana,35342
877,Aniceto Molina El Tigre Sabanero,35405
888,Anmary,35407
10978,Ricky Done Did It!,35407
9759,Nuoba Band,35521
11238,S.T.S,35553
6179,Jokhay,35591
9979,Oranžās Brīvdienas,35623
3410,Dlow,35745
12214,Stay12,35811
231,AKC Damigo,35853
10177,Panosdent,35854
7010,Konstantina,35854
9263,Mēs Jūs Mīlam,35953
4501,Friedberg,36055
14740,Кирилл Гуд,36123
6318,Juice Leskinen Slam,36169
5446,IMP THA DON,36184
1761,Bobby Cruz,36195
8784,Menuets,36195
10966,"Ricardo ""Richie"" Ray",36195
11545,Sash!,36337
9923,Olly James,36337
4722,Genka,36366
13671,Wanton,36492
3556,Dudu Elharar,36520
502,Ainars Mielavs,36620
2410,Chuyko,36656
8858,Midix,36656
7631,Lirin,36656
9833,ONUKA,36683
14419,ilovelethu,36738
12977,Tizzy,36738
10542,Prins Póló,36747
12571,Tali Goya,36836
6755,Kele,36840
8310,Malusi Masia,36863
2319,Chico Rose,36876
12929,Tien Cookie,37103
6223,Jore,37287
4384,Flying Saucer Gang,37297
15019,陳彥允,37349
10958,Reën,37402
10145,Pablo Piddy,37431
4878,Gracie's Corner,37494
216,AG,37544
13127,Triana Park,37582
7731,Los Mesoneros,37605
581,Alean,37607
3216,DiZitro,37766
8547,Mastigo,37771
8607,Maverick,37771
3547,Dub Afrika,37925
13341,VAN,37925
14341,dj friz,37941
10811,Rashed Al-Majed,37960
733,Amaranthe,37997
7794,LuMiix,38118
6120,Joelsa,38118
2611,D Blue,38192
6881,Killic,38192
2255,Charla K,38203
4668,Galwaro,38203
2482,Colano,38205
6809,Kevin Bury,38233
6946,Kiño,38233
6297,Juan Palau,38233
9695,Nomi,38437
174,A$ton Wyld,38518
985,Ard Matthews,38524
1996,Bùi Công Nam,38567
8228,Maggz,38636
3277,Dina Rae,38726
8916,Milko Kalaydzhiev,38761
432,AeOBeat,38905
13806,XAM,38969
22,100 First Songs' Participants,39106
9481,Nelli Milan,39129
5524,Ilkka Alanko,39159
99,39 Kingdom,39219
2765,DJ Moulay,39224
1578,Bet Bet,39234
3841,El Urbano AMG,39251
3784,El Boogie Down,39251
1336,Baby Dyzz,39275
12360,Superfruit,39312
4548,G. Oka,39318
3856,Elderbrook,39404
10295,Pentton,39441
7922,M'Dee,39442
12369,Survivor,39442
915,Anselmo Ralph,39559
8300,Malka,39593
1004,Ariel Tsai,39602
11654,Send 1,39623
1232,BADTRIP MUSIC,39623
4614,GREEN ORXNGE,39623
12096,Sonder,39650
6356,Julio Jaramillo,39676
6669,Kary Ng,39696
12850,The Sheep,39769
5939,Jauns Mēness,39837
10199,Parari,39904
3677,Early le Doc,39910
4881,Grailz Beni,39966
12869,The Wolfe Tones,39968
5358,Hua Chen Yu,39977
4455,Frans Harju,39985
10545,Prinx Emmanuel,40031
10606,Q Twins,40108
13835,Xydo,40122
10476,Polyteknikkojen Kuoro,40147
5986,Jean Sibelius,40147
14195,Zen Paul,40263
9809,OG Ulla-Maija,40459
14055,Yoyo,40511
3419,Doga,40545
14447,kidolitx,40567
3361,Dj Moya,40588
5312,Holly Hood,40607
1000,Ariadne,40621
13856,YN Jay,40639
2833,DJAANY,40712
14629,xMas,40724
4333,Fintelligens,40761
3660,EPITHE,40773
78,2Rar,40779
2488,Coldzy,40784
9837,ORXAN,40805
4894,Green Day,40805
6092,Jiří Suchý,40832
14858,معاذ الحربي,40907
13573,Vojtaano,40959
12252,Steps,41037
2301,Cheo Feliciano,41073
3480,Dorit Reuveni,41088
14787,длб,41107
2698,DJ Blyatman,41107
12680,Teho Majamäki,41295
2352,Choi Hyunwook,41310
7436,Lee Joomyung,41310
6894,Kim Taeri,41310
9363,Nam Joohyuk,41310
1790,Bona(WJSN),41310
5669,Izzamuzzic,41315
6242,Josef Vagner,41366
12707,Tereza Vágnerová,41366
8915,Milk Shake,41376
11121,Ronja Mariela,41380
14554,s:su,41438
14244,Zooey Wonder,41442
5413,Hồ Ngọc Hà,41491
2179,Cascada,41515
6697,Katla,41516
8872,Mihaela Marinova,41563
5595,Irie Maffia,41571
7764,Louie Kiddo,41575
10492,Popov,41666
11073,Roderich Kreile,41679
3530,Dresdner Kreuzchor,41679
4457,Franz Xaver Gruber,41679
4301,Fidan,41690
11931,Siti Sarah,41698
14425,ivanzolo2004,41705
13674,WavesRomania,41705
6933,Kiry Curu,41706
13997,Yorik Ben David,41754
1137,Autobuss debesis,41755
7529,Lidl Suomi,41782
11381,Sabah Mahmod,41797
288,ASSAF,41814
9842,OVAN,41839
12116,Sophie Hunger,41991
11334,SOLE,42057
4717,Gena,42103
14172,Zaynab,42135
7383,Laura Närhi,42199
616,Alex Ponce,42214
2732,DJ ILG,42261
926,Antero Mertaranta,42261
12605,Taoufik Ighzer,42280
548,Akvilė,42388
1988,Bäsello,42388
1585,BewhY,42435
9060,Moncrieff,42459
527,Akaio MC,42499
2234,Chainsaw Luke,42530
4399,Fontaines D.C.,42696
14820,امير عصام,42700
13809,XHENSILA,42755
4764,Ghetto Geasy,42755
14438,kapela Hradišťan,42778
6089,Jirí Pavlica,42778
1387,Bambini Di Praga,42778
10315,Perkons,42809
1469,Beach,42859
10450,Please!,42859
10603,Põhja-Tallinn,42865
2258,Charlie Beeskraal,42884
6805,Kevboii,42884
12593,Tang Siu Hau,42924
4942,Gruppa Skryptonite,42932
12887,Therr Maitz,42932
971,Apu,43042
10484,Poor,43042
13309,Uniklubi,43070
14058,Yrjänä,43220
3014,Daree,43259
12718,Tessie,43265
5218,Helena Routa,43321
13666,Wanda,43345
8223,Mag.Lo,43359
5788,Jaadu,43361
9015,Mohamed Adaweya,43418
10250,Paula Dalla Corte,43488
8552,Mateos Nps,43520
4014,Eolika,43612
12924,Tiab,43636
11939,Sizwe Mdlalose,43656
1098,Assiye Bongzin,43656
4574,GBOYSWAG,43666
5720,JELEEL!,43670
12550,Tainy Tunes,43671
7870,Luny Tunes,43671
13045,Tonny Tun Tun,43671
13516,Villa,43701
5508,Iisa,43734
9127,Mothership.Sg,43755
13942,Yeat is God,43767
14748,Мариус Куркински,43788
11327,SLOWVXNZ,43793
13621,WHALJAY,43793
13623,WHOKILLEDXIX,43809
5560,Ingus Ulmanis,43819
3399,Djodje,43880
4176,FRESCO,43894
14600,treepside,43913
3187,Desso,43924
11776,Sherine,43972
13057,Tony Tonite,44058
266,ANSONBEAN,44081
12847,The Saw Doctors,44249
5053,HUSH,44253
13360,VITUN ISO ROTSI,44269
11097,Roman Schatz,44269
7130,Käsipuoli,44269
260,ANAZED,44311
6693,Kateřina Marie Tichá,44318
2935,Damo K,44334
7374,Lastborn,44334
10807,Rasaqi NFG,44334
225,AJ 賴煜哲,44392
11424,Saleem,44521
1719,BlazRoca,44596
14179,ZeBrene,44623
6703,Katrina & The Waves,44639
1833,BoyPanda,44768
14099,Yö,44773
3076,Dawe White,44787
15018,陳嫺靜,44838
934,Anton Dimitrov Tony,44861
14979,石山街,44913
8527,Masiwei,44943
386,Adawa,44943
10662,RANKKALINNA,45008
496,Aija Andrejeva,45137
10285,Peiratis,45169
1110,Atai,45169
6568,Kako,45169
1040,Arrosto Pnevma,45169
8140,MUSICSPAIN,45225
15037,麥浚龍,45256
7784,Lowell Lo,45256
14050,Youssef Araba,45276
13513,Viktors Lapčenoks,45335
1218,B-Wine,45342
14543,rares,45359
10087,PEE CLOCK,45387
14038,Younggu,45387
13183,Tsvetelina Grahich,45409
9069,Monika Absolonova,45516
7545,Lil Binni,45535
5122,Hana Laszlo,45536
6831,Khalid Barzanji,45573
343,Abdulrahman Mohammed,45573
5652,Ivana Wong,45750
5303,Hljómar,45757
11660,Senya,45763
5855,James Cole,45777
14828,حماده الاسمر,45821
928,Anthony B,45915
8537,Massive B,45915
13297,Una Rams,46025
14489,metyou,46036
11442,Sam Hui,46117
10097,PLASUI PLASUI,46132
105,3enaba,46223
3642,EL'o,46343
14327,crushed souls,46355
2253,Chardy,46411
2676,DISCO,46460
10491,Popo J,46488
425,Adrian Norocel,46543
12382,Svanhildur Jakobsdóttir,46642
7470,Lenier,46647
14774,Сны Саламандры,46717
6698,Katla María,46726
10722,Radio Suomipop,46826
13043,Toni Wirtanen,46826
12735,ThandoNje,46843
1015,Arja Koriseva,46880
9782,Néstor Ló y Los Caminantes,46883
9284,NBC,46938
10895,Regula,46938
7671,Lolita Zero,46951
2511,Cookies And Cream,47000
11487,Sana,47062
13443,Veli Hiidenmaa,47062
5781,JV,47069
90,2nen,47078
9138,Mouss Maher,47110
2967,Daniel Vince,47111
13827,Xhesika Polo,47163
6295,Juan P,47186
5021,HAON,47221
13679,Wayn Dior,47265
10743,Rage Against The Machine,47275
2412,Ché-Fu,47279
13898,Yamila Ruiz,47324
11524,Sara Siipola,47355
3700,Edavārdi,47408
12335,Sumo Beats,47456
12347,Sunrise Avenue,47553
14210,Zhang Bichen,47576
4674,Gameboy Tetris,47688
14875,เต ตะวัน,47732
2881,Da Weasel,47785
12280,Stolearenco,47801
7645,Liviu Teodorescu,47804
7637,Little Big,47816
3035,Daryl Silvius,47816
6945,Kiên Trịnh,47826
14274,akha,47857
8870,Miguel Luz,47868
10020,Oskr,47979
1842,Brainstorm,47991
5898,Janne Koivunen,48015
7660,Loco Escrito,48048
14823,بندر بن عوير,48096
14709,АГОНЬ,48135
9600,Nikolas SAX,48197
7690,Lordi,48222
176,A-Eiropa,48226
3906,Ellen Kristjánsdóttir,48299
7672,Lolli Native,48376
10740,Rafoo,48404
5410,Högni,48434
71,2Baba,48491
7269,La India Meliyará,48622
7815,Lucho Argain,48622
7654,Lo 5ibe,48688
2552,Crim!nal,48688
4945,Grøøvy Wave,48688
3296,Directivo Ultras XXI,48825
3880,Elian Bless,48827
7887,Luxiem,48839
14632,xantikvariāts,48873
10355,Phenomden,48876
12254,Stereo Luchs,48876
11301,SHTERN,48930
12727,Th' Dudes,49029
7171,LAZYHOLIC,49058
3783,El Boke,49099
4949,Guariboa,49099
12856,The Temper Trap,49131
13698,Wen Wei,49161
9997,Orr Amrami Brockman,49182
11319,SKII6,49208
784,Amy Mastura,49272
9035,Mohombi,49380
9685,Noisettes,49443
13382,Vahtera,49447
3052,Dave East,49457
10748,Ragnar Bjarnason,49460
4990,Guzman,49540
9793,O.G EzzY,49571
11947,SkandaU,49605
4861,Gordon Flanders,49769
13581,Vu Trung Quan,49782
3039,DatKaa,49782
13677,WayV-TEN&YANGYANG,49785
479,Ahmed Faransa,49847
5847,Jambao,49850
12547,Taha Malik,49856
11163,Rozeo,49856
5061,HYDR,49856
11672,Sergio Valentino,49869
13905,Yang Yoseob,49884
5728,JEONG EUN JI,49884
6205,Jonna Tervomaa,49899
1517,Ben Bizzy,49901
9276,NAMEMT,49901
1312,BRADSP,49904
7101,Kush Lmes,49909
14154,Zakaria Ghafouli,49913
5730,JEREMINE,49942
14951,曾博恩,49953
12046,Soarito,49961
10290,Pekka Ruuska,49973
10998,Rila Kuma,50055
3061,David Gray,50073
14522,payton,50087
5208,Heidi Happy,50179
1779,Bok Van Blerk,50200
10888,Refentse,50200
380,Adam Tas,50200
14550,rohan mills,50231
8458,Mark Pelli,50231
2150,Carlos Piña,50235
4584,GG Choir,50264
9942,OmarKENOBI,50279
4234,Fariz Jabba,50279
5689,J.En Cheo,50293
9551,Nick-E Maggz,50344
3376,Dj Sweedy,50344
9057,Mon Monik,50402
12310,Su$hi Takeøut,50429
10231,Patrisha,50429
9458,Nedaa Shrara,50434
12531,TVETH,50487
4310,Fiji Blue,50499
1018,Arkanian,50501
936,Antonia,50501
8321,Man Of Flm,50587
9275,N.F.I,50598
3217,Diab,50705
8725,Medhat Saleh,50705
11155,Royal 44,50759
9650,Nizr | نايزر,50772
12279,Stogie T,50778
8132,MRF,50893
6638,Karel Kryl,50918
10025,Ostbass,50980
4739,Georgian Folk,51018
2983,Danny Brace,51062
13307,Unicorn,51180
2591,Cxld Blood,51192
1967,Busker Busker,51205
9814,OHHYUK,51251
8764,Mellissa,51290
3882,Elias Gould,51306
6036,Jesse Kaikuranta,51333
7172,LCone,51351
8929,Mimiks,51351
5619,Islem-23,51499
13790,WormGanger,51530
5486,Ida Laurberg,51546
1083,Ashley Park,51564
11985,Skítamórall,51584
7406,Layton Wu,51619
14370,feat. Stamp Apiwat,51664
8068,MD,51680
11721,Shakz,51680
4142,FANG,51707
7008,Konshens,51728
7342,Lancey Foux,51755
14980,程响,51771
542,Aksel,51777
14948,晨悠 CHENYO,51816
14260,Zwangere Guy,51911
7165,LAS,52032
12662,Ted Lo,52188
14949,曹雅雯,52215
10389,PiMP WiLLIAM,52297
12971,Tito Flow,52426
10532,Pridenyyy,52458
488,AhmedTheArab,52537
1572,Berry Sakharof,52546
13286,Uku Suviste,52737
14478,margiiela,52787
9706,Nora Bumbiere,52808
13018,TomFatKi,52812
12436,T DOLLAR,52826
5815,Jade Kwan,52924
538,Akmal',52968
9641,Nissi,53020
2013,CA$HPASSION,53057
6329,Julia In Red,53059
11183,Rune Rask,53072
13221,Tuuli,53076
789,An-Marlen,53076
1442,Basshunter,53082
10855,Rayna,53130
10057,Ozzy,53134
9665,No Stress,53134
6938,Kit Chan,53244
13396,Valentina Ploy,53278
14716,Брутто,53333
8128,MOZGI,53393
10508,Power Pat,53579
9733,Novel 729,53582
7456,Leis,53707
14403,gugusar,53746
8127,MOU,53753
14043,Younha,53943
14507,niinja,53962
11383,Saber Rebai,53973
11728,Shane Eagle,54003
8162,Macdella,54022
12012,Slugerr,54033
2439,Claus Hempler,54136
7567,Lil Loaded,54157
13598,Vũ Phụng Tiên,54191
15014,阿雲嘎,54228
2547,Credit,54249
12085,Solomon,54249
3862,Electroforez,54453
9597,Nikol Stibrova,54609
14769,Руся,54628
12737,Thanh Lam,54669
5865,Jamie,54798
8021,MC MONG,54798
13668,Wanfang,54830
6051,Jetix,54848
5535,Imants Kalniņš,54866
10938,Resha Costa,54870
11454,Samara Now,54870
10787,Ramsey,55013
5740,JK.,55017
13001,Toivon kärki,55020
14123,ZOLOTO,55043
6406,Juulia,55083
1237,BALOBOIZ,55085
6973,Knipi,55101
670,Alie-Keyz,55101
5388,Husky,55143
785,Amy Roko,55223
12567,Talal Sam,55223
2038,CHOI JUNG HOON of JANNABI,55265
14420,ilyTOMMY,55299
2875,Da Ish,55328
12950,Timo Turunen,55331
14808,שילה בן סעדון,55495
5587,Ioana Ignat,55504
13681,Wayz,55555
13505,Vieno Kekkonen,55576
8572,Matt Maeson,55648
98,39,55667
10556,Professor,55694
7811,Lucasraps,55777
10698,RVPTR,55828
11302,SHUMEI,55859
9159,Mr Milano,55967
4168,FLVME,56117
7178,LEE,56133
9139,Moustafa Hagag,56133
8234,Magnito,56158
8898,Mikko Tähti,56339
11830,Sialune,56339
5753,JONES,56339
12715,Tesoman Apteekkari,56339
13025,Tomi Randomi,56339
6208,Jontti,56339
5249,HenxXxeli,56339
1416,Barca,56345
5824,Jaime,56345
5716,JCBG,56345
11074,Rodezel,56345
5181,Hasvik,56345
1327,BZ,56358
5204,Hecht,56426
11811,Shoebox Benny,56454
8785,Mer,56632
14593,thaison!,56632
13985,Yohanna,56635
11904,Sinds,56645
5482,Ice Prince,56672
11515,Santorelli,56726
14039,Youngjae,56769
1998,Būū,56867
6007,Jenjoon,57045
4505,Friðrikl Ómar,57127
10327,Peter A.G.,57142
8192,Maddy,57244
14182,Zeballos,57346
2792,DJ Sebastian,57351
13990,Yona,57356
13332,Uzzi,57449
355,Abonementa Orķestris,57666
3756,Einar Ágúst,57758
1694,Black Velvet,57805
1231,BADBADNOTGOOD,57844
13342,VANO 3000,57844
11479,Samuel T. Herring,57844
12440,T dollar,57880
14223,Zina Daoudia,58066
3565,Duke Dumont,58080
6082,Jimmy P,58118
9179,Ms Banks,58174
8088,MGP Allstars 2022,58286
12426,Så Er Der Bong,58333
2997,Dante Bowe,58350
12689,Temaj,58411
6101,Joakim Wilow,58557
11285,SFerroe,58572
8087,MGP ALLSTARS 2021,58697
9547,Nick Borgen,58744
13108,Tre Kronor,58744
12403,Sykur,58784
5945,Javish the Plug,58801
11770,Shellow Shaq,58801
8665,Mc G,58801
9906,Olivar,59032
13359,VISXGE,59420
3874,Elhoseny Rizk,59467
5476,Ian Emmanuel,59526
7596,Lilas ir Innomine,59583
12224,Stefan Hrusca,59652
14001,Yossi Shitrit,59694
14937,希有樂團 SHI's Band,59712
3340,Dj Gizo,59776
9183,Mthandazo Gatya,59776
1010,Arin Ray,59837
9904,Olga Rajecka,59865
12313,Subasa,59884
12361,Supernova,59927
13648,Wads.png,60042
5525,Ilkka Vainio,60195
14439,kaw,60235
13945,Yedda,60260
14987,老莫 ILL MO,60312
2111,Canelo Music,60402
8360,Manuel Riva,60535
13251,Tzamal,60537
9523,New Boy,60542
8968,Mister Frank La Caja Negra,60693
12522,TRIPLEGO,60706
14252,Zsozeatya,60788
3796,El Combo de Oro,60791
13656,Wak1,60808
3693,Echo,60808
5137,Hannah Kerr,60835
1360,Badr Kl,60844
7423,Lea Rue,60924
11246,SAAY,60942
9153,Mr Brown,60976
9358,Najwa Latif,60997
3107,Deanna Hussin,60997
8928,Mimie Haris,60997
5474,IamNeeta,60997
392,Adede,61236
14800,הכוכב הבא,61253
14811,תמיר גרינברג,61253
13400,Valerie Hamaty,61253
6417,Júlí Heiðar,61292
4682,Garjoka,61394
2196,Cavallini,61415
2849,DON EAZY,61416
14985,美秀集團,61533
1660,Biolapset,61596
8629,Maxine Ashley,61620
10139,Pablo Andres,61625
13664,Wama,61691
12321,Sufjan Stevens,61742
5905,Japanese,61743
3798,El Dek,61743
3865,Element Black,61743
6063,Jhonier El Mas Que Compone,61743
1034,Aron Patron,61829
4904,Greni,61867
13346,VAVAN,61936
10861,Real girl,61936
10273,Pede B,61954
11786,Shin Yong Jae,61981
4619,GRMV,62286
9996,Orquesta Internacional Hermanos Flores,62397
5076,Haffi Haff,62405
7060,Kroky Frantiska Janecka,62486
8841,Michal David,62486
9374,Naomi,62546
12648,TaylorRightHere,62546
14034,Young Wolf,62546
1112,Atar Mayner,62603
14822,برازيلي برودكشن,62723
8788,Mercedes the Virus,62965
2576,Csondor Kata,62988
14799,החללית,63191
7170,LAZ1,63253
12492,TINI LIN,63317
14291,babylaurenne,63317
3203,Dhali,63525
6109,Joe Frazier,63583
10986,Rico Nadara,63592
2451,Cleopatra Stratan,63880
5856,James Cooke,63945
5527,Ilsen & Verhulst,63945
4748,Gert Verhulst,63945
11447,Sam Lemay,63959
6210,Jookidd,63959
9881,Ohoud,64179
4197,Fahad Ibrahim,64179
11579,Scandinavian Music Group,64186
8571,Matt Hansen,64270
9331,NS Gang,64284
1037,Arop,64286
11175,Ruchama Raz,64304
7719,Los Flamers,64419
5846,Jamala,64432
14678,Úlfur Úlfur,64452
14815,احمد الرجعان,64470
3387,Dj Xquze,64558
10785,Rams The Violinist,64753
818,Andiex,64772
149,7zava,64804
8428,Marika Gombitova,65027
2310,Cheung,65077
6656,Karl William,65079
4788,Giedrė,65181
3041,Datmaniac,65219
399,Adetu,65239
6811,Kevin Haugan,65252
8447,Marisela,65446
14147,Zahra Paracha,65570
11561,Saul Madiope,65618
4139,F3 Dipapa,65778
369,Achero,65821
3645,ELLA,65936
14763,Парнишка,65936
7861,Luko,66016
772,Amr El Felo,66099
1328,Ba7rya El Mot2lq,66099
4875,Grace Lokwa,66108
1227,B.alia,66185
4779,Gianluca Grignani,66249
707,Alva & Noemi,66250
5916,Jasmin,66258
6019,Jeremie,66309
3726,Edward Artemyev,66348
6032,Jesper Mechlenburg,66380
4222,Fanny Bornedal,66380
2168,Caroline Vedel,66380
212,ADAM2K52,66463
11919,Sir Sensei,66503
14044,Yountoven,66600
6016,Jeon Sang Keun,66600
1372,Bai-D,66797
5752,JONE,66809
3037,Daskeladden,66809
4166,FLOTT,66942
182,A-Tyyppi,66975
3710,Eden Daniel Gabay,66993
368,Acharuli Popuri,67004
14251,Zpoppa,67028
10712,Rachel Sklenickova,67031
12696,Temur,67047
1434,Basher,67220
12852,The Specials,67233
13387,Vakero,67260
7343,Land og synir,67328
14804,ענבל רז,67338
680,Alison Goldfrapp,67472
11771,Shelow Shaq,67498
12692,Tempoe,67521
14342,dj nevykele,67573
5681,J-Mix,67599
8626,Maximilian,67679
866,Angeles,67679
12524,TRTL,67688
3147,Demetra Andzhalika,68057
12730,Thailand Philharmonic Orchestra,68140
14852,محمد البريكي,68149
119,5GANG,68150
1661,Bipolar Jones,68167
1438,Basketband,68168
95,335d,68273
6366,Jung In,68393
6655,Karl Killing,68553
669,Alie Keys,68589
14598,traitimtrongvang,68811
1090,Asma Lmnawar,68825
8210,Madrugada,68914
12008,Slow Moe,68996
4045,Erna Gunnarsdóttir,69099
14727,Дурной Вкус,69099
9630,Ninja,69231
7202,LIMIT-LESS,69231
277,AREA21,69292
2272,Chawki,69298
9838,OSKIDO,69336
9744,NuNew,69362
13352,VH (Vast & Hazy),69372
1211,B Young,69441
3722,Edo Yag,69641
6314,Juho,69679
7643,Livi,69685
4624,GSoul,69709
5281,Hiko,69765
14322,chike,69796
11755,Shaylee Atary,69960
13571,Vlasso,69995
11178,Rugas,69995
913,Another Sound,70053
9787,Nýdönsk,70101
10359,Phil Phauler,70314
5080,Hagoula Khaleji,70410
3551,Duch,70472
975,Aragão,70486
4804,Ginger Joe,70527
12905,Thomskalle,70527
1925,Brødrene Bausa,70527
12411,Szabó Ádám,70570
2621,D.Ark,70578
1109,At' Fat,70641
1717,Blas Cantó,70732
6926,Kiri T,70758
7400,Lavie Rabiosa,70927
6166,Johnny Ventura,71000
11374,SZK,71081
729,Amapiano,71138
4704,Geato,71138
14934,小花,71375
14720,Вектор А,71403
8569,Matt Cooper,71438
7124,Kylok,71464
13320,Urboo,71464
3676,Eaj,71472
10773,Rakys,71473
4452,Franklin Catch,71473
6563,Kaja Rode,71619
9724,Not Afraid Music,71694
3583,Duy B,71694
13103,Trarius,71710
3142,Deliric,71816
11180,Ruki Vverh!,71844
8634,Mayel Jimenez,71903
6162,Johnny King,71941
1300,BO Beatz,71963
13996,Yorgos Rous,71968
686,Alkilados,71978
12358,Superbrothers,72139
10581,Purple Mellow,72151
6198,Jonas Funk,72210
12721,Tevin Campbell,72363
3973,Emma Schneider,72623
7493,Leonard Cohen,72632
151,8 Kambarys,72668
208,ACBG,72699
2139,Cardosh,73008
641,Alez,73008
91,2pillz,73052
11688,Sevz,73364
14121,ZL-Project,73364
1255,BEATSTAD,73364
837,Andrey Gubin,73485
6165,Johnny Reimar,73542
9073,Monir Baws,73555
1488,Beck Zoli,73590
12459,TAEW,73791
3027,DarkoVibes,73895
